,Brand_Name_n,Year,Kilometers_Driven,Fuel_Type_n,Transmission_n,Owner_Type_n,Mileage,Engine,Power,Seats,Price
2771,4,2011,55000,1,1,0,16.52,1991.0,123.7,5.0,3.95
2772,10,2011,61600,4,1,0,17.1,1591.0,121.3,5.0,4.2
2773,9,2016,28414,4,1,0,17.0,1497.0,118.0,5.0,8.4
2774,28,2017,27853,4,0,0,17.21,1197.0,103.5,5.0,8.25
2775,9,2013,55116,4,1,0,19.4,1198.0,86.8,5.0,3.31
2776,17,2017,26000,1,1,0,26.59,1248.0,74.0,5.0,7.5
2777,9,2012,45496,4,1,0,17.0,1497.0,118.0,5.0,4.75
2778,16,2013,76000,1,0,2,11.18,2696.0,184.0,7.0,8.79
2779,24,2014,136000,4,1,0,13.1,1798.0,157.75,5.0,9.5
2780,10,2009,100000,4,1,0,17.0,17.0,17.0,5.0,1.6
2781,17,2010,38127,4,1,0,19.7,796.0,46.3,5.0,1.55
2782,10,2014,82450,1,1,0,23.0,1396.0,90.0,5.0,5.85
2783,8,2014,62497,4,1,0,15.8,1499.0,110.0,5.0,7.52
2784,21,2011,86732,1,1,0,23.08,1461.0,63.1,5.0,3.6
2785,9,2016,27969,4,1,0,19.4,1198.0,86.8,5.0,4.73
2786,16,2013,66372,1,0,0,11.18,2696.0,184.0,7.0,10.5
2787,2,2013,73525,1,0,0,16.46,2993.0,258.0,5.0,34.54
2788,10,2018,20689,4,1,0,18.9,1197.0,81.86,5.0,6.07
2789,17,2018,25093,4,1,0,21.4,1197.0,83.1,5.0,7.76
2790,16,2016,49176,1,1,0,11.68,2498.0,112.0,8.0,7.46
2791,23,2012,87510,1,1,0,21.8,1461.0,78.0,5.0,3.49
2792,10,2012,38214,4,1,2,18.5,1197.0,80.0,5.0,4.05
2793,20,2013,48986,1,1,0,10.5,2835.0,107.2,6.0,11.88
2794,27,2011,88000,4,0,0,14.53,1794.0,138.1,5.0,6.45
2795,2,2015,69002,1,0,0,15.97,2993.0,258.0,5.0,50.0
2796,2,2011,43706,4,0,0,10.9,2497.0,215.0,5.0,9.0
2797,10,2016,58671,1,0,0,17.01,1582.0,126.2,5.0,14.25
2798,16,2017,49404,1,1,0,18.49,1493.0,100.0,7.0,7.36
2799,16,2010,72000,1,1,0,12.05,2179.0,120.0,8.0,4.4
2800,23,2016,24000,4,1,0,25.17,799.0,53.3,5.0,3.1
2801,23,2017,53285,4,0,0,22.5,999.0,67.0,5.0,4.28
2802,17,2017,12000,4,1,0,16.1,1197.0,85.0,5.0,5.5
2803,24,2012,45000,1,0,0,17.0,1896.0,105.0,5.0,6.99
2804,17,2018,26234,4,1,0,24.7,796.0,47.3,5.0,4.29
2805,17,2014,55000,4,1,0,18.6,1197.0,85.8,5.0,4.2
2806,10,2012,90000,1,1,0,23.0,1396.0,90.0,5.0,4.11
2807,1,2015,48000,1,0,0,15.73,1968.0,174.33,5.0,18.75
2808,18,2017,19863,1,0,0,11.57,2987.0,254.79,5.0,64.95
2809,10,2010,55000,4,1,2,19.81,1086.0,68.05,5.0,1.59
2810,17,2016,4800,4,1,0,20.51,998.0,67.04,5.0,3.6
2811,9,2017,38607,4,1,2,17.8,1497.0,117.3,5.0,7.87
2812,10,2018,3958,4,1,0,18.9,1197.0,81.86,5.0,5.55
2813,9,2014,74000,1,1,2,25.1,1498.0,98.6,5.0,6.4
2814,17,2009,54540,4,1,3,17.5,1298.0,85.8,5.0,2.65
2815,17,2015,58400,4,1,0,17.5,1298.0,85.8,5.0,5.5
2816,16,2013,73648,1,1,0,15.1,2179.0,140.0,7.0,7.31
2817,17,2016,83000,1,1,0,28.09,1248.0,88.5,5.0,7.1
2818,10,2016,16159,1,1,0,22.32,1582.0,126.32,5.0,7.83
2819,10,2005,150000,1,1,0,13.1,1493.0,82.0,5.0,0.85
2820,9,2014,22100,4,1,0,19.4,1198.0,86.8,5.0,3.55
2821,10,2017,35043,4,1,0,17.19,1197.0,81.86,5.0,8.19
2822,2,2018,24000,1,0,0,18.88,1995.0,184.0,5.0,28.0
2823,28,2015,480000,1,0,0,16.96,1968.0,138.03,5.0,13.0
2824,28,2011,70000,4,1,2,15.26,1598.0,103.5,5.0,3.29
2825,17,2015,13769,4,1,2,16.1,1197.0,85.0,5.0,4.41
2826,23,2013,58000,1,1,0,19.01,1461.0,108.45,5.0,4.99
2827,2,2009,58000,1,0,0,18.56,1995.0,190.0,5.0,17.98
2828,6,2018,18705,1,1,0,20.5,1248.0,91.72,5.0,7.71
2829,17,2013,32378,4,1,0,20.51,998.0,67.04,5.0,2.8
2830,4,2013,45000,1,1,0,22.1,1248.0,76.9,5.0,3.0
2831,16,2015,36836,1,1,0,15.1,2179.0,140.0,7.0,12.49
2832,26,2016,54199,1,1,0,23.0,1248.0,88.8,5.0,5.0
2833,2,2017,36935,1,0,0,18.56,1995.0,190.0,5.0,32.64
2834,17,2015,23000,1,1,0,25.2,1248.0,74.0,5.0,6.5
2835,2,2015,14000,1,0,0,18.12,1995.0,190.0,5.0,35.0
2836,26,2015,100073,1,1,2,25.0,1396.0,69.01,5.0,2.0
2837,16,2015,59182,1,1,0,15.1,2179.0,140.0,7.0,9.46
2838,1,2016,72132,1,0,2,12.07,2967.0,241.4,7.0,39.0
2839,2,2009,79000,1,0,0,18.48,1995.0,177.0,5.0,15.0
2840,10,2013,66930,4,1,0,17.1,1591.0,121.3,5.0,6.15
2841,10,2015,100000,1,0,2,13.01,2199.0,194.3,7.0,14.5
2842,10,2012,43000,4,1,0,17.0,17.0,17.0,5.0,3.25
2843,17,2018,27413,4,0,0,20.51,998.0,67.0,5.0,5.18
2844,17,2007,90000,4,1,2,17.3,1061.0,64.0,5.0,1.24
2845,10,2013,40300,4,1,0,18.5,1197.0,82.85,5.0,2.8
2846,24,2011,73783,4,0,2,13.7,1798.0,157.75,5.0,5.23
2847,10,2005,86000,4,1,2,15.3,1341.0,83.0,5.0,0.45
2848,17,2014,65694,4,1,0,18.9,998.0,67.1,5.0,3.25
2849,17,2015,23000,4,1,0,16.8,796.0,34.2,5.0,1.5
2850,10,2012,51000,4,1,0,20.36,1197.0,78.9,5.0,2.85
2851,23,2018,18335,4,1,0,21.7,999.0,67.0,5.0,4.5
2852,18,2014,36000,1,0,0,15.0,2147.0,107.3,5.0,16.25
2853,28,2017,25000,4,0,0,17.21,1197.0,103.5,5.0,7.75
2854,16,2007,81000,1,1,3,12.05,2179.0,120.0,8.0,4.35
2855,27,2019,21719,1,0,0,12.9,2755.0,174.5,7.0,33.13
2856,4,2013,75421,1,1,0,25.44,936.0,56.3,5.0,3.63
2857,27,2010,80000,1,1,0,12.8,2494.0,102.0,8.0,4.75
2858,17,2018,10671,4,1,0,20.85,1197.0,83.14,5.0,6.51
2859,23,2018,4126,4,1,0,21.7,999.0,67.0,5.0,4.8
2860,26,2017,98500,1,1,0,22.95,1248.0,74.0,5.0,6.0
2861,10,2016,61578,4,1,0,18.9,1197.0,82.0,5.0,6.4
2862,28,2014,54000,1,1,0,20.34,1498.0,103.2,5.0,4.9
2863,1,2013,70998,1,0,0,17.68,1968.0,174.33,5.0,20.57
2864,17,2015,40082,1,1,0,19.3,1248.0,73.9,5.0,4.76
2865,4,2012,50619,4,1,0,18.0,995.0,62.0,5.0,2.0
2866,2,2009,103905,1,0,0,22.69,1995.0,190.0,5.0,9.92
2867,10,2018,15334,4,1,0,21.1,814.0,55.2,5.0,3.69
2868,17,2013,69000,1,1,0,23.4,1248.0,74.0,5.0,5.75
2869,28,2014,75160,1,1,0,20.14,1498.0,88.5,5.0,5.7
2870,9,2014,44753,4,1,0,18.0,1198.0,86.7,5.0,4.94
2871,28,2012,53024,4,0,0,14.4,1598.0,103.6,5.0,4.29
2872,17,2014,23840,4,1,0,20.51,998.0,67.04,5.0,3.0
2873,28,2014,81298,1,1,0,20.14,1498.0,88.8,5.0,6.5
2874,28,2015,59000,4,1,2,16.47,1198.0,73.9,5.0,4.9
2875,9,2016,51806,1,1,0,25.8,1498.0,98.6,5.0,5.4
2876,1,2014,56000,1,0,0,18.53,1968.0,187.74,5.0,24.0
2877,26,2019,29279,1,1,0,24.7,1047.0,69.0,5.0,7.46
2878,28,2017,33550,1,0,0,21.5,1498.0,108.5,5.0,9.6
2879,1,2014,62000,1,0,0,18.53,1968.0,187.74,5.0,25.0
2880,21,2014,66000,1,1,0,19.01,1461.0,108.5,5.0,6.8
2881,24,2016,46630,1,0,0,21.66,1498.0,103.52,5.0,8.59
2882,8,2016,72566,1,1,0,25.83,1498.0,99.0,5.0,5.29
2883,26,2011,51482,1,1,0,15.42,1405.0,70.0,8.0,2.5
2884,18,2011,90000,1,0,0,14.84,2143.0,167.62,5.0,13.9
2885,27,2014,69000,1,1,2,13.0,2982.0,168.5,7.0,20.0
2886,9,2011,90000,4,1,2,17.0,1497.0,118.0,5.0,3.4
2887,10,2015,39000,4,1,0,18.6,1197.0,81.83,5.0,5.5
2888,28,2012,110000,1,1,2,20.54,1598.0,103.6,5.0,3.65
2889,8,2011,68022,1,1,0,13.1,2499.0,141.0,7.0,5.86
2890,8,2018,27852,4,0,0,14.8,1497.0,121.36,5.0,10.44
2891,17,2013,58291,1,1,0,17.8,1248.0,17.0,5.0,5.0
2892,10,2011,68439,1,1,0,23.0,1396.0,90.0,5.0,3.37
2893,27,2011,150000,1,1,0,12.99,2494.0,100.6,8.0,6.95
2894,26,2018,14000,1,1,0,21.5,1497.0,108.5,5.0,9.9
2895,8,2012,71558,1,1,0,20.0,1399.0,68.05,5.0,3.3
2896,22,2013,48000,1,0,2,17.85,2967.0,300.0,4.0,50.5
2897,10,2015,65800,1,0,0,17.01,1582.0,126.2,5.0,12.5
2898,1,2014,53000,1,0,0,16.55,1968.0,140.0,5.0,20.5
2899,16,2017,14600,1,1,0,16.0,2179.0,140.0,7.0,14.5
2900,11,2017,34429,1,0,0,13.8,2999.0,174.57,7.0,20.0
2901,17,2014,52000,1,1,0,23.4,1248.0,74.0,5.0,5.25
2902,17,2015,25470,4,1,0,20.73,1373.0,91.1,5.0,5.9
2903,10,2013,22000,4,1,0,21.1,814.0,55.2,5.0,2.6
2904,18,2007,75000,1,0,0,11.0,2987.0,198.5,5.0,11.0
2905,2,2011,95995,1,0,0,18.48,1995.0,177.0,5.0,15.5
2906,10,2017,26877,1,1,0,24.0,1186.0,73.97,5.0,5.75
2907,12,2015,26000,1,0,0,14.47,2993.0,301.73,5.0,75.0
2908,17,2007,140000,1,1,2,17.8,1248.0,75.0,5.0,2.0
2909,10,2008,95291,4,1,0,17.92,1086.0,62.1,5.0,2.3
2910,27,2009,135000,1,1,2,12.8,2494.0,102.0,8.0,8.2
2911,10,2015,32000,4,1,0,18.6,1197.0,81.83,5.0,4.8
2912,18,2008,68333,1,0,2,11.0,2987.0,198.5,5.0,8.5
2913,8,2011,72000,1,1,0,20.0,1399.0,68.0,5.0,2.9
2914,27,2012,52100,1,1,0,21.43,1364.0,86.79,5.0,6.5
2915,10,2018,10000,4,1,0,18.9,1197.0,81.86,5.0,5.85
2916,13,2019,6261,1,1,0,16.3,1956.0,170.0,5.0,23.91
2917,17,2019,3906,4,0,0,20.89,1197.0,81.8,5.0,7.36
2918,27,2014,55960,1,1,0,11.5,2982.0,171.0,7.0,17.25
2919,28,2013,144000,1,1,0,20.54,1598.0,103.6,5.0,7.0
2920,27,2017,38000,1,1,0,13.68,2393.0,147.8,7.0,17.65
2921,8,2013,51000,1,1,0,20.0,1399.0,68.1,5.0,2.5
2922,27,2015,150000,1,1,0,23.59,1364.0,67.05,5.0,6.0
2923,16,2018,2500,1,1,0,18.06,2523.0,63.0,7.0,8.25
2924,15,2018,41661,1,0,0,12.7,2179.0,187.7,5.0,44.83
2925,2,2011,64000,1,0,0,16.07,1995.0,181.0,5.0,10.5
2926,10,2008,80000,4,1,2,13.2,1495.0,94.0,5.0,1.9
2927,17,2016,30000,4,0,2,23.1,998.0,67.04,5.0,4.25
2928,12,2014,43000,1,0,2,16.36,2179.0,187.7,5.0,26.5
2929,1,2013,90000,1,0,2,12.4,2698.0,179.5,5.0,22.5
2930,21,2011,123880,1,1,0,23.08,1461.0,63.1,5.0,3.3
2931,9,2015,42000,4,1,2,18.0,1198.0,86.7,5.0,4.3
2932,23,2012,79824,1,1,0,19.87,1461.0,83.8,5.0,5.25
2933,27,2015,75000,1,1,0,12.99,2494.0,100.6,8.0,11.75
2934,9,2014,72411,4,1,0,18.0,1198.0,86.7,5.0,4.25
2935,18,2012,63000,1,0,0,14.94,2143.0,204.0,5.0,14.22
2936,27,2015,53713,4,1,0,17.71,1197.0,78.9,5.0,4.2
2937,27,2017,18000,1,0,0,11.36,2755.0,171.5,8.0,18.25
2938,18,2013,51000,1,1,0,15.8,2148.0,170.0,5.0,18.5
2939,17,2008,86700,4,1,2,16.1,1298.0,88.2,5.0,2.4
2940,17,2016,29000,1,1,0,27.39,1248.0,74.0,5.0,6.5
2941,10,2014,56000,3,1,0,13.45,1086.0,62.1,5.0,3.2
2942,17,2015,33000,4,0,0,23.1,998.0,67.04,5.0,3.99
2943,8,2014,64394,1,1,0,22.7,1498.0,89.84,5.0,5.45
2944,26,2010,76000,1,1,0,18.8,1248.0,90.0,5.0,2.7
2945,9,2016,48719,1,1,0,27.3,1498.0,98.6,5.0,6.25
2946,16,2016,59711,1,1,0,15.1,2179.0,140.0,7.0,13.28
2947,21,2012,83000,1,1,0,23.08,1461.0,63.1,5.0,3.7
2948,18,2018,10714,1,0,0,19.27,2143.0,167.62,5.0,39.51
2949,26,2010,127510,1,1,2,19.0,1248.0,90.0,5.0,1.4
2950,17,2014,35010,1,1,0,22.9,1248.0,74.0,5.0,3.5
2951,17,2012,75451,4,1,0,17.5,1197.0,85.8,5.0,3.78
2952,26,2015,83000,1,1,0,19.09,1405.0,69.01,5.0,2.7
2953,9,2013,38755,1,1,0,25.8,1498.0,98.6,5.0,3.2
2954,17,2016,30000,4,1,0,20.4,1197.0,81.8,5.0,5.0
2955,17,2012,40000,1,1,0,20.77,1248.0,88.8,7.0,7.0
2956,10,2014,19500,4,1,2,18.9,1197.0,82.0,5.0,2.85
2957,21,2016,41000,4,1,0,19.69,1198.0,67.04,5.0,4.25
2958,10,2014,30000,4,1,2,18.9,1197.0,82.0,5.0,4.9
2959,13,2017,37000,1,1,0,17.1,1956.0,170.0,5.0,16.9
2960,28,2014,62000,1,1,2,22.07,1199.0,73.9,5.0,4.25
2961,9,2015,42023,4,0,0,15.5,1198.0,86.7,5.0,4.34
2962,2,2012,51001,1,0,0,16.09,1995.0,184.0,5.0,17.0
2963,2,2017,55389,1,0,0,18.88,1995.0,184.0,5.0,28.45
2964,9,2014,46728,4,0,0,15.6,1497.0,116.3,5.0,6.15
2965,16,2014,58995,1,1,0,12.83,2696.0,162.0,7.0,9.25
2966,17,2015,37857,1,1,0,26.59,1248.0,74.0,5.0,4.85
2967,17,2014,71000,1,1,0,25.2,1248.0,74.0,5.0,4.8
2968,9,2012,49024,4,1,0,18.4,1198.0,86.8,5.0,2.3
2969,10,2016,10770,4,1,0,18.9,1197.0,82.0,5.0,4.75
2970,26,2017,72000,1,1,0,22.95,1248.0,74.0,5.0,5.0
2971,10,2015,91000,4,1,0,21.1,814.0,55.2,5.0,2.5
2972,10,2017,14000,4,1,0,18.6,1197.0,81.83,5.0,5.95
2973,29,2014,48000,1,0,2,9.0,1984.0,181.0,5.0,16.0
2974,8,2014,75136,1,1,0,22.7,1498.0,89.84,5.0,6.15
2975,17,2014,32500,4,1,2,21.1,1197.0,85.8,5.0,4.05
2976,10,2010,94500,1,1,2,21.9,1396.0,90.0,5.0,3.1
2977,17,2013,34900,4,1,0,22.0,1197.0,81.8,5.0,5.49
2978,22,2010,42400,4,0,3,8.0,4806.0,394.3,4.0,42.91
2979,17,2015,50000,1,1,0,17.8,1248.0,75.0,5.0,5.7
2980,9,2014,35000,4,1,0,19.4,1198.0,86.8,5.0,2.85
2981,4,2012,37000,4,1,2,18.6,1199.0,79.4,5.0,2.35
2982,10,2018,32807,4,0,0,13.0,1591.0,121.3,5.0,14.76
2983,9,2008,119000,4,1,2,17.7,1497.0,78.0,5.0,2.25
2984,17,2016,12000,4,1,0,18.5,1197.0,85.8,5.0,3.65
2985,8,2016,46727,1,1,0,22.77,1498.0,98.59,5.0,7.25
2986,2,2010,73336,1,0,0,13.2,1995.0,170.0,5.0,10.69
2987,10,2014,9000,4,1,2,17.01,1591.0,121.3,5.0,5.5
2988,27,2005,240000,1,1,1,12.8,2494.0,102.0,8.0,5.1
2989,17,2014,25422,4,1,0,22.5,998.0,67.04,5.0,3.25
2990,17,2018,14000,1,1,0,25.47,1248.0,88.5,7.0,9.25
2991,17,2008,66000,4,1,0,19.7,796.0,46.3,5.0,1.7
2992,17,2010,55324,4,1,0,19.0,998.0,66.1,5.0,2.87
2993,2,2009,90000,1,0,0,11.0,2993.0,235.0,5.0,17.75
2994,16,2017,43000,4,1,0,18.15,1198.0,82.0,5.0,4.5
2995,10,2008,58483,4,0,2,19.2,1197.0,80.0,5.0,2.95
2996,9,2007,93000,4,0,2,12.9,1799.0,130.0,5.0,2.6
2997,10,2010,50000,4,1,0,20.36,1197.0,78.9,5.0,3.0
2998,18,2014,78616,1,0,2,14.84,2143.0,170.0,5.0,15.5
2999,27,2011,37000,4,1,0,17.6,1496.0,88.73,5.0,2.8
3000,9,2010,54801,4,1,0,17.0,1497.0,118.0,5.0,2.5
3001,17,2014,29000,1,1,0,23.4,1248.0,74.0,5.0,5.75
3002,17,2010,68000,4,1,0,22.0,1197.0,81.8,5.0,2.8
3003,10,2014,58000,4,1,0,17.01,1591.0,121.3,5.0,4.59
3004,17,2012,64290,1,1,0,23.2,1248.0,73.94,5.0,3.65
3005,27,2015,31000,1,1,0,13.0,2982.0,168.5,7.0,19.85
3006,13,2018,16039,1,1,0,17.1,1956.0,170.0,5.0,18.5
3007,10,2017,19860,4,1,0,18.6,1197.0,81.83,5.0,6.95
3008,17,2014,48500,0,1,2,26.6,998.0,58.16,5.0,2.85
3009,26,2012,75391,1,1,0,13.93,2179.0,138.0,7.0,3.75
3010,17,2008,78000,1,1,2,19.3,1248.0,73.9,5.0,2.3
3011,26,2016,78000,1,1,0,25.0,1396.0,69.01,5.0,2.3
3012,17,2016,52000,1,1,0,28.4,1248.0,74.0,5.0,5.95
3013,17,2016,30000,4,0,0,23.1,998.0,67.04,5.0,3.49
3014,2,2016,19254,1,0,0,14.69,2993.0,258.0,5.0,47.7
3015,28,2015,29651,4,1,0,16.47,1198.0,74.0,5.0,6.43
3016,26,2011,80000,1,1,0,13.93,2179.0,138.03,7.0,4.5
3017,19,2018,2971,4,0,0,13.6,1598.0,181.0,4.0,39.75
3018,8,2015,21400,4,1,0,15.6,1196.0,70.0,5.0,4.0
3019,9,2015,77000,1,1,0,26.0,1498.0,98.6,5.0,6.98
3020,10,2006,80000,1,1,2,12.6,1991.0,112.0,7.0,1.75
3021,24,2013,81755,1,1,0,20.0,1968.0,108.5,5.0,4.75
3022,27,2016,99593,1,1,0,11.5,2982.0,171.0,7.0,23.5
3023,10,2014,39791,1,1,0,22.32,1582.0,126.32,5.0,7.49
3024,16,2015,113000,1,1,0,15.1,2179.0,140.0,7.0,10.85
3025,23,2017,24000,4,1,0,25.17,799.0,53.3,5.0,3.5
3026,10,2015,39000,4,1,2,18.6,1197.0,81.83,5.0,6.3
3027,9,2012,37000,4,0,0,15.6,1497.0,116.3,5.0,6.75
3028,8,2017,61108,1,0,0,10.91,3198.0,197.0,7.0,28.88
3029,24,2016,61648,4,0,0,13.7,1798.0,157.75,5.0,14.23
3030,2,2012,37000,1,0,3,22.69,1995.0,190.0,5.0,15.0
3031,17,2013,53000,0,1,0,22.8,1373.0,80.9,7.0,5.8
3032,17,2013,65000,1,1,0,23.2,1248.0,73.94,5.0,3.75
3033,10,2005,120000,4,1,0,17.0,1086.0,17.0,5.0,1.15
3034,27,2011,148009,1,1,2,11.5,2982.0,171.0,7.0,12.75
3035,17,2009,53001,4,1,0,16.1,1298.0,88.2,5.0,1.95
3036,26,2018,22345,4,1,0,20.3,1199.0,84.0,5.0,4.95
3037,9,2015,50000,4,0,0,18.0,1497.0,117.3,5.0,8.25
3038,2,2013,48183,1,0,0,13.2,1995.0,170.0,5.0,20.99
3039,18,2010,93000,1,0,2,14.21,2143.0,203.0,5.0,17.5
3040,17,2015,53500,1,1,0,28.4,1248.0,74.0,5.0,5.36
3041,17,2014,17585,4,1,0,16.02,1373.0,93.7,7.0,6.35
3042,10,2011,36226,4,1,0,17.01,1591.0,121.3,5.0,2.95
3043,15,2019,25899,1,0,0,12.63,2179.0,147.5,5.0,55.7
3044,10,2009,60170,4,1,0,17.0,1086.0,62.0,5.0,1.15
3045,18,2017,11200,1,0,0,19.27,2143.0,167.62,5.0,37.5
3046,10,2017,49045,4,1,0,20.36,1197.0,78.9,5.0,4.07
3047,28,2012,45000,1,1,0,22.07,1199.0,73.9,5.0,2.99
3048,17,2017,40000,1,1,0,24.3,1248.0,88.5,5.0,7.9
3049,23,2016,36600,1,1,0,19.87,1461.0,83.8,5.0,7.49
3050,26,2009,117000,1,1,0,18.0,1248.0,75.0,5.0,1.1
3051,18,2016,16000,1,0,0,11.3,2987.0,254.8,7.0,56.0
3052,10,2016,50000,1,1,0,25.4,1186.0,73.97,5.0,3.5
3053,10,2008,150000,1,1,0,18.1,1493.0,110.0,5.0,3.0
3054,10,2014,11000,4,1,0,17.01,1591.0,121.3,5.0,6.1
3055,8,2010,102016,4,1,0,15.6,1196.0,70.0,5.0,2.25
3056,17,2016,38000,1,1,0,25.2,1248.0,74.0,5.0,5.95
3057,23,2013,71491,1,1,0,23.08,1461.0,63.12,5.0,4.95
3058,28,2015,46354,4,1,2,16.47,1198.0,74.0,5.0,5.49
3059,2,2019,87000,1,0,0,22.69,1995.0,190.0,5.0,6.67
3060,24,2015,20765,4,1,0,15.0,1598.0,103.52,5.0,6.25
3061,10,2005,58000,4,1,2,17.0,999.0,17.0,5.0,1.51
3062,1,2014,51076,1,0,0,12.07,2967.0,241.4,7.0,34.88
3063,17,2016,84085,1,1,0,26.21,1248.0,88.5,5.0,6.9
3064,9,2014,55000,1,1,0,25.1,1498.0,98.6,5.0,5.99
3065,18,2010,73000,4,0,0,10.93,3498.0,272.0,5.0,10.4
3066,1,2012,50001,1,0,0,14.57,2967.0,241.38,5.0,29.0
3067,16,2016,93166,1,1,2,14.02,2179.0,118.3,7.0,5.85
3068,9,2006,99583,4,0,3,12.0,1493.0,100.0,5.0,2.21
3069,17,2010,72000,4,1,0,15.5,1586.0,103.3,5.0,2.4
3070,27,2009,70000,4,1,3,14.53,1798.0,138.1,5.0,3.0
3071,28,2012,61000,4,0,2,14.4,1598.0,103.6,5.0,3.75
3072,10,2015,66510,4,1,0,21.1,814.0,55.2,5.0,2.95
3073,24,2011,84062,1,1,0,20.0,1968.0,108.5,5.0,5.8
3074,17,2012,80799,1,1,0,22.9,1248.0,74.0,5.0,4.9
3075,27,2018,5000,4,0,0,14.28,1798.0,138.03,5.0,16.95
3076,27,2013,92000,1,1,0,12.99,2494.0,100.0,8.0,12.5
3077,26,2017,53000,1,1,0,27.28,1047.0,69.0,5.0,5.0
3078,24,2015,39822,4,1,0,15.41,1598.0,103.52,5.0,4.68
3079,8,2016,29000,1,0,0,10.91,3198.0,197.0,7.0,29.8
3080,23,2017,24214,4,1,2,25.17,799.0,53.3,5.0,3.46
3081,10,2012,75000,1,1,0,23.0,1396.0,90.0,5.0,4.0
3082,24,2012,77216,1,1,2,17.5,1896.0,106.0,5.0,4.5
3083,27,2013,74290,1,1,0,21.43,1364.0,87.2,5.0,5.87
3084,16,2015,61000,1,1,0,15.4,2179.0,120.0,8.0,9.5
3085,1,2013,44000,1,0,0,14.16,1968.0,174.3,5.0,32.5
3086,4,2014,74041,1,1,0,18.2,1248.0,73.8,8.0,3.88
3087,2,2013,85846,1,0,0,22.69,1995.0,190.0,5.0,13.08
3088,21,2012,52000,1,1,0,21.64,1461.0,84.8,5.0,3.5
3089,9,2010,47000,4,1,2,12.8,2354.0,177.6,5.0,3.5
3090,10,2010,72010,1,1,0,16.8,1493.0,110.0,5.0,4.45
3091,17,2015,15000,4,1,0,16.8,796.0,34.2,8.0,2.35
3092,9,2015,480000,4,1,0,17.4,1497.0,117.3,5.0,5.0
3093,1,2012,24720,1,0,2,17.0,2967.0,241.4,5.0,28.0
3094,8,2007,75000,4,1,2,16.6,1388.0,68.0,5.0,2.0
3095,10,2015,57000,1,1,0,22.54,1396.0,88.73,5.0,6.35
3096,18,2015,41057,1,0,0,13.0,2143.0,201.1,5.0,24.63
3097,17,2012,92000,0,1,2,26.2,998.0,58.2,5.0,3.0
3098,8,2016,20000,1,1,0,22.77,1498.0,98.59,5.0,7.9
3099,10,2011,52359,4,1,0,18.5,1197.0,80.0,5.0,3.25
3100,9,2016,17000,4,1,2,17.8,1497.0,117.3,5.0,8.25
3101,21,2011,39002,1,1,0,23.08,1461.0,63.1,5.0,2.85
3102,8,2010,129986,1,1,2,20.0,1399.0,68.0,5.0,3.2
3103,21,2013,45000,4,1,0,18.44,1198.0,75.0,5.0,1.75
3104,17,2013,41300,1,1,0,17.8,1248.0,17.0,5.0,3.38
3105,9,2009,82002,4,1,2,12.8,2354.0,177.6,5.0,5.75
3106,24,2010,67000,4,0,0,13.7,1798.0,157.75,5.0,4.7
3107,17,2017,21260,4,1,0,14.0,796.0,35.0,5.0,2.9
3108,10,2012,55362,1,1,0,21.9,1396.0,88.8,5.0,4.25
3109,10,2017,13000,1,0,0,17.01,1582.0,126.2,5.0,14.5
3110,17,2016,45725,1,1,0,25.2,1248.0,74.0,5.0,5.34
3111,17,2014,105000,1,1,0,25.2,1248.0,74.0,5.0,3.85
3112,27,2009,156056,1,1,0,12.8,2494.0,102.0,8.0,8.5
3113,10,2016,135000,1,1,0,24.4,1120.0,71.0,5.0,4.2
3114,17,2016,67000,1,1,0,20.77,1248.0,88.7,7.0,6.75
3115,8,2016,90000,1,0,0,10.91,3198.0,197.2,7.0,26.0
3116,10,2019,32251,1,1,0,22.54,1396.0,88.73,5.0,8.61
3117,17,2009,47000,4,1,0,19.0,998.0,67.1,5.0,1.46
3118,17,2011,75308,1,1,2,21.1,1248.0,73.9,5.0,2.8
3119,17,2018,44202,0,1,0,32.26,998.0,58.2,4.0,4.0
3120,9,2014,58000,4,1,0,17.0,1497.0,118.0,5.0,5.47
3121,17,2009,60000,4,1,0,17.5,1298.0,85.8,5.0,2.45
3122,2,2014,45000,1,0,0,17.05,1995.0,184.0,5.0,21.5
3123,26,2010,41195,4,1,0,15.0,1368.0,90.0,5.0,1.38
3124,16,2016,89000,1,1,0,16.0,2179.0,140.0,7.0,13.5
3125,10,2009,60510,4,0,2,16.95,1197.0,78.9,5.0,3.1
3126,17,2016,8500,4,1,0,21.4,1197.0,83.1,5.0,5.49
3127,17,2017,35981,1,1,0,24.3,1248.0,88.5,5.0,9.51
3128,8,2012,23152,4,1,0,15.6,1196.0,70.02,5.0,2.39
3129,17,2014,74663,0,1,0,33.54,998.0,67.04,5.0,3.25
3130,28,2014,61529,4,0,0,18.19,1197.0,103.5,5.0,5.65
3131,16,2010,91596,1,1,0,14.95,2489.0,93.7,7.0,1.85
3132,22,2019,14298,4,0,0,13.33,2995.0,340.0,5.0,2.02
3133,17,2013,83327,1,1,0,19.3,1248.0,73.9,5.0,5.8
3134,28,2017,22857,4,1,0,16.2,1199.0,74.0,5.0,6.9
3135,10,2013,34620,4,1,2,17.01,1591.0,121.3,5.0,5.35
3136,10,2010,56000,4,1,0,19.81,1086.0,68.05,5.0,2.85
3137,18,2014,81000,1,0,0,13.0,2143.0,204.0,5.0,22.75
